Temperature;Humidity;Windspeed;UV;Season;Weather
22.0;53;13.0;2;Summer;Cloudy
3.0;61;13.5;0;Winter;Snowy
31.0;41;3.5;8;Autumn;Sunny
-2.0;77;1.5;0;Winter;Snowy
11.0;74;6.0;3;Spring;Cloudy
25.0;62;1.0;3;Spring;Cloudy
30.0;70;16.0;0;Winter;Rainy
25.0;84;10.0;8;Autumn;Sunny
-18.0;42;0.5;11;Spring;Sunny
18.0;91;7.5;2;Spring;Rainy
13.0;63;12.5;2;Summer;Rainy
4.0;98;9.5;13;Winter;Snowy
9.0;105;24.5;14;Summer;Cloudy
39.0;61;5.0;8;Autumn;Sunny
17.0;66;9.5;4;Summer;Cloudy
-4.0;95;8.5;1;Winter;Snowy
40.0;52;0.0;7;Autumn;Sunny
30.0;87;15.5;1;Summer;Rainy
37.0;97;22.5;12;Summer;Sunny
0.0;92;7.0;0;Winter;Snowy
35.0;75;18.5;3;Winter;Rainy
33.0;98;12.5;12;Summer;Sunny
-1.0;72;13.0;1;Winter;Snowy
20.0;24;5.0;9;Spring;Sunny
33.0;63;7.0;0;Winter;Rainy
17.0;96;7.5;6;Summer;Cloudy
51.0;85;13.5;12;Autumn;Sunny
27.0;39;5.0;5;Autumn;Sunny
16.0;56;5.5;10;Spring;Rainy
31.0;52;7.5;6;Autumn;Sunny
21.0;54;0.5;9;Summer;Sunny
-5.0;61;14.0;0;Winter;Snowy
108.0;77;10.0;7;Summer;Sunny
-2.0;49;3.5;0;Summer;Rainy
5.0;104;12.0;9;Autumn;Cloudy
10.0;50;4.5;4;Spring;Cloudy
-6.0;60;1.5;1;Winter;Snowy
10.0;70;7.5;2;Autumn;Cloudy
-6.0;77;14.5;1;Winter;Snowy
43.0;101;10.0;9;Winter;Sunny
-8.0;93;12.5;1;Winter;Snowy
10.0;50;13.0;4;Winter;Cloudy
11.0;60;6.5;4;Autumn;Cloudy
-2.0;71;16.0;0;Winter;Snowy
17.0;73;18.0;0;Autumn;Rainy
37.0;28;3.0;8;Spring;Sunny
-1.0;36;13.5;5;Autumn;Snowy
40.0;59;2.0;9;Spring;Sunny
12.0;97;15.0;3;Winter;Rainy
3.0;90;3.0;0;Winter;Snowy
-2.0;89;14.5;1;Winter;Snowy
28.0;59;5.5;11;Summer;Sunny
12.0;54;13.0;3;Winter;Cloudy
-17.0;77;10.5;13;Winter;Sunny
48.0;39;7.5;2;Winter;Sunny
16.0;64;8.5;2;Winter;Rainy
10.0;65;7.0;1;Summer;Cloudy
30.0;91;15.5;0;Summer;Rainy
-8.0;79;18.5;1;Winter;Snowy
-1.0;63;11.0;1;Winter;Snowy
30.0;65;10.0;2;Spring;Cloudy
12.0;73;11.0;1;Winter;Cloudy
31.0;61;7.0;2;Summer;Rainy
22.0;66;6.0;7;Winter;Sunny
31.0;54;3.5;8;Autumn;Sunny
22.0;33;3.0;6;Autumn;Sunny
14.0;63;13.5;1;Winter;Cloudy
21.0;22;5.0;9;Autumn;Sunny
32.0;63;4.5;5;Summer;Sunny
30.0;96;20.5;0;Autumn;Rainy
22.0;63;12.5;2;Spring;Rainy
0.0;86;10.5;1;Winter;Snowy
32.0;54;1.5;1;Spring;Cloudy
3.0;86;2.0;1;Winter;Snowy
3.0;85;2.0;0;Winter;Snowy
33.0;41;4.0;9;Winter;Sunny
16.0;81;18.0;1;Summer;Rainy
16.0;52;8.5;3;Winter;Cloudy
2.0;71;4.5;4;Winter;Snowy
3.0;89;8.5;0;Winter;Snowy
32.0;80;15.5;0;Autumn;Rainy
39.0;51;2.5;10;Summer;Sunny
35.0;45;6.0;2;Spring;Cloudy
44.0;89;23.0;4;Summer;Cloudy
0.0;70;14.0;1;Winter;Snowy
17.0;67;15.0;2;Autumn;Rainy
36.0;29;7.5;9;Summer;Sunny
33.0;87;10.0;0;Spring;Rainy
26.0;28;5.5;7;Spring;Sunny
32.0;51;10.0;1;Autumn;Cloudy
68.0;71;3.5;2;Autumn;Sunny
16.0;82;27.5;3;Autumn;Rainy
10.0;94;14.0;3;Summer;Rainy
-9.0;91;8.0;1;Winter;Snowy
14.0;103;12.5;5;Winter;Sunny
-14.0;24;8.5;12;Spring;Snowy
2.0;95;1.5;12;Winter;Snowy
12.0;67;7.5;1;Spring;Cloudy
-8.0;97;3.0;0;Winter;Snowy
10.0;76;15.0;0;Spring;Rainy
0.0;72;7.5;1;Winter;Snowy
22.0;60;4.5;1;Winter;Cloudy
14.0;80;13.0;4;Autumn;Sunny
28.0;71;20.0;3;Winter;Rainy
17.0;65;13.5;0;Winter;Rainy
2.0;72;2.5;0;Winter;Snowy
8.0;50;3.0;8;Autumn;Snowy
16.0;76;6.0;2;Summer;Cloudy
31.0;34;12.0;13;Winter;Sunny
44.0;55;0.5;8;Autumn;Sunny
22.0;78;16.5;3;Summer;Rainy
12.0;60;8.0;1;Winter;Cloudy
45.0;95;2.5;8;Summer;Sunny
31.0;37;3.5;10;Summer;Sunny
28.0;60;8.0;4;Autumn;Cloudy
26.0;77;6.0;1;Spring;Sunny
76.0;82;14.0;12;Winter;Sunny
32.0;31;12.0;7;Autumn;Sunny
21.0;70;7.0;11;Winter;Cloudy
26.0;60;14.5;4;Winter;Cloudy
0.0;63;6.0;1;Winter;Snowy
3.0;95;1.0;1;Winter;Snowy
-6.0;97;5.5;0;Winter;Snowy
-6.0;72;11.5;1;Winter;Snowy
-2.0;86;15.0;1;Winter;Snowy
23.0;65;13.5;1;Winter;Cloudy
4.0;81;16.5;0;Winter;Snowy
34.0;62;6.5;8;Spring;Sunny
12.0;52;10.5;4;Autumn;Cloudy
-6.0;88;11.5;2;Winter;Snowy
32.0;74;7.5;2;Summer;Cloudy
-7.0;89;1.0;1;Winter;Snowy
34.0;42;4.0;11;Autumn;Sunny
36.0;60;7.5;9;Summer;Sunny
0.0;60;18.5;0;Winter;Snowy
-6.0;61;7.5;1;Winter;Snowy
37.0;47;6.5;11;Spring;Sunny
26.0;98;16.0;2;Winter;Rainy
29.0;31;9.5;9;Winter;Sunny
39.0;24;5.5;9;Winter;Sunny
39.0;36;0.5;5;Spring;Sunny
-4.0;30;13.0;11;Winter;Sunny
31.0;67;6.0;11;Spring;Sunny
-2.0;52;13.5;2;Summer;Sunny
29.0;75;13.5;9;Summer;Snowy
22.0;40;3.5;8;Autumn;Sunny
-11.0;32;3.5;7;Spring;Sunny
1.0;84;18.5;1;Winter;Snowy
43.0;31;5.0;5;Spring;Sunny
18.0;62;13.5;2;Summer;Rainy
20.0;84;10.0;0;Winter;Rainy
1.0;83;6.0;0;Winter;Snowy
15.0;72;10.0;2;Autumn;Rainy
-8.0;82;6.5;0;Winter;Snowy
-4.0;23;1.5;10;Winter;Sunny
29.0;25;8.5;6;Winter;Sunny
25.0;72;12.0;2;Autumn;Cloudy
11.0;50;8.0;3;Spring;Cloudy
29.0;53;0.0;10;Winter;Sunny
-24.0;84;23.5;0;Winter;Snowy
20.0;82;16.5;14;Spring;Rainy
3.0;85;40.5;0;Winter;Snowy
19.0;99;10.0;1;Spring;Rainy
44.0;36;2.0;8;Spring;Sunny
71.0;107;19.0;3;Summer;Sunny
-17.0;78;11.0;10;Summer;Rainy
-7.0;81;5.0;0;Winter;Snowy
20.0;71;16.5;2;Summer;Rainy
14.0;79;9.0;1;Spring;Rainy
27.0;57;5.5;6;Spring;Sunny
32.0;60;2.5;10;Spring;Sunny
42.0;66;8.5;6;Spring;Sunny
9.0;105;19.0;3;Spring;Cloudy
22.0;77;13.0;2;Winter;Cloudy
27.0;67;8.0;2;Autumn;Cloudy
-7.0;44;1.5;14;Summer;Rainy
-15.0;71;14.5;13;Winter;Sunny
4.0;62;0.5;1;Winter;Snowy
1.0;96;18.5;0;Winter;Snowy
40.0;40;9.5;10;Spring;Sunny
11.0;79;13.5;0;Autumn;Rainy
-7.0;81;6.0;0;Winter;Snowy
13.0;60;1.5;4;Autumn;Cloudy
12.0;68;9.0;1;Summer;Cloudy
31.0;98;11.0;3;Autumn;Rainy
11.0;99;13.0;0;Summer;Rainy
35.0;35;5.5;10;Autumn;Sunny
32.0;41;3.5;8;Autumn;Sunny
16.0;76;4.0;2;Winter;Cloudy
16.0;86;9.0;2;Winter;Rainy
11.0;95;11.5;1;Winter;Rainy
22.0;67;4.5;2;Spring;Cloudy
18.0;93;17.5;1;Summer;Rainy
33.0;67;19.5;2;Spring;Rainy
27.0;79;8.0;2;Autumn;Rainy
41.0;50;8.5;9;Spring;Sunny
-5.0;87;15.0;0;Winter;Snowy
31.0;98;10.0;0;Spring;Rainy
-2.0;82;5.0;1;Winter;Snowy
32.0;88;11.5;3;Summer;Rainy
16.0;69;4.5;0;Spring;Snowy
-11.0;37;10.0;5;Spring;Rainy
8.0;72;19.0;0;Winter;Snowy
22.0;61;14.5;1;Summer;Cloudy
44.0;25;7.5;11;Spring;Sunny
0.0;53;8.5;4;Autumn;Snowy
17.0;70;3.5;3;Autumn;Cloudy
-1.0;78;7.0;5;Winter;Snowy
16.0;58;9.5;2;Autumn;Cloudy
3.0;60;4.0;1;Winter;Snowy
27.0;71;12.0;2;Summer;Cloudy
18.0;51;9.0;2;Winter;Cloudy
27.0;85;10.0;0;Summer;Rainy
60.0;84;24.5;3;Spring;Rainy
-12.0;20;13.5;4;Winter;Sunny
13.0;87;25.5;4;Summer;Rainy
-1.0;62;2.0;0;Winter;Snowy
12.0;60;6.5;2;Summer;Cloudy
35.0;26;3.0;5;Autumn;Sunny
17.0;54;0.5;2;Winter;Cloudy
28.0;80;6.0;0;Autumn;Rainy
33.0;97;18.5;0;Winter;Rainy
76.0;91;13.5;1;Autumn;Cloudy
24.0;98;11.5;2;Autumn;Rainy
19.0;73;4.0;4;Summer;Cloudy
10.0;57;10.0;2;Winter;Cloudy
-2.0;93;19.0;0;Winter;Snowy
27.0;78;8.0;2;Autumn;Cloudy
-12.0;77;6.0;10;Winter;Cloudy
20.0;38;1.5;5;Spring;Sunny
11.0;66;8.0;3;Spring;Cloudy
31.0;90;7.5;8;Autumn;Cloudy
20.0;68;1.0;4;Summer;Cloudy
-9.0;98;15.5;1;Winter;Snowy
-9.0;88;16.5;1;Winter;Snowy
-4.0;79;19.0;1;Winter;Snowy
25.0;35;6.0;11;Autumn;Sunny
13.0;57;10.0;3;Winter;Cloudy
27.0;57;12.0;3;Winter;Cloudy
0.0;56;10.0;3;Winter;Sunny
25.0;73;1.0;5;Spring;Sunny
-5.0;88;14.5;1;Winter;Snowy
-16.0;25;12.0;6;Winter;Rainy
-8.0;93;1.5;1;Winter;Snowy
12.0;82;18.0;3;Autumn;Rainy
22.0;41;9.0;13;Summer;Snowy
-8.0;97;16.0;1;Winter;Snowy
-7.0;80;3.0;1;Winter;Snowy
-9.0;86;7.0;1;Winter;Snowy
25.0;80;16.5;2;Spring;Rainy
32.0;63;14.0;9;Summer;Rainy
21.0;58;0.5;4;Summer;Cloudy
1.0;67;4.5;12;Summer;Sunny
14.0;60;14.5;3;Winter;Cloudy
17.0;64;15.5;0;Autumn;Rainy
4.0;95;2.5;1;Winter;Snowy
27.0;23;3.5;7;Autumn;Sunny
22.0;25;1.5;8;Summer;Sunny
36.0;57;0.5;9;Autumn;Sunny
26.0;76;16.5;0;Autumn;Rainy
16.0;74;10.5;4;Spring;Cloudy
23.0;67;11.5;4;Autumn;Cloudy
21.0;42;0.5;5;Summer;Sunny
-1.0;85;8.0;1;Winter;Snowy
34.0;61;6.5;3;Spring;Cloudy
1.0;66;5.5;1;Winter;Snowy
53.0;86;13.5;2;Spring;Cloudy
36.0;39;10.0;10;Autumn;Sunny
40.0;40;8.0;11;Summer;Sunny
2.0;83;6.0;1;Winter;Snowy
42.0;44;5.5;11;Autumn;Sunny
21.0;25;5.5;5;Winter;Sunny
27.0;96;7.5;3;Summer;Rainy
20.0;69;13.5;4;Summer;Cloudy
4.0;90;0.5;0;Winter;Snowy
22.0;56;0.5;1;Spring;Cloudy
28.0;58;3.0;2;Autumn;Cloudy
98.0;104;19.0;3;Summer;Sunny
-8.0;86;19.5;1;Winter;Snowy
-3.0;99;17.5;1;Winter;Snowy
-3.0;99;5.0;1;Winter;Snowy
24.0;53;1.0;3;Autumn;Cloudy
28.0;41;11.5;1;Summer;Sunny
17.0;62;9.0;2;Summer;Cloudy
-5.0;83;4.5;1;Winter;Snowy
16.0;109;38.0;1;Winter;Rainy
31.0;59;10.0;2;Autumn;Cloudy
32.0;51;8.0;5;Spring;Sunny
55.0;85;20.5;13;Spring;Rainy
34.0;64;2.0;2;Spring;Cloudy
29.0;22;1.5;8;Spring;Sunny
42.0;57;5.5;11;Spring;Sunny
-3.0;60;11.5;0;Winter;Snowy
-7.0;63;17.5;1;Winter;Snowy
-6.0;72;16.5;0;Winter;Snowy
41.0;108;16.5;9;Spring;Rainy
8.0;102;35.5;4;Winter;Snowy
-4.0;90;8.0;1;Winter;Snowy
32.0;94;28.0;13;Winter;Rainy
28.0;51;9.0;5;Summer;Sunny
19.0;98;8.5;2;Autumn;Rainy
11.0;73;7.0;1;Winter;Cloudy
12.0;76;0.5;1;Autumn;Cloudy
4.0;64;0.5;1;Winter;Snowy
-17.0;65;3.5;5;Summer;Cloudy
23.0;76;12.5;3;Winter;Rainy
-10.0;71;12.5;0;Winter;Snowy
32.0;24;4.5;5;Spring;Sunny
-2.0;75;5.0;0;Winter;Snowy
36.0;52;4.5;11;Autumn;Sunny
28.0;54;3.0;8;Summer;Sunny
11.0;82;13.0;3;Autumn;Rainy
27.0;68;8.5;4;Autumn;Cloudy
42.0;95;16.5;6;Spring;Sunny
-19.0;26;7.5;10;Spring;Cloudy
34.0;55;12.5;4;Winter;Cloudy
-3.0;96;5.0;1;Winter;Snowy
32.0;81;18.0;0;Spring;Rainy
15.0;103;1.0;6;Spring;Sunny
10.0;95;12.0;3;Winter;Rainy
12.0;65;20.0;3;Summer;Rainy
33.0;88;7.0;3;Summer;Rainy
36.0;43;3.5;7;Winter;Sunny
27.0;37;3.0;5;Winter;Sunny
-6.0;65;11.5;1;Winter;Snowy
29.0;95;10.0;1;Summer;Rainy
29.0;61;8.0;8;Winter;Sunny
25.0;53;1.5;10;Summer;Sunny
22.0;60;10.0;1;Spring;Cloudy
14.0;75;11.0;0;Summer;Rainy
64.0;77;4.5;3;Spring;Sunny
26.0;46;2.0;6;Summer;Sunny
27.0;79;14.5;2;Winter;Cloudy
36.0;30;2.0;11;Autumn;Sunny
52.0;100;0.0;12;Summer;Sunny
15.0;50;10.0;1;Spring;Cloudy
-6.0;60;16.5;0;Winter;Snowy
28.0;52;6.5;10;Summer;Sunny
21.0;96;11.5;1;Winter;Rainy
17.0;67;13.0;3;Spring;Cloudy
34.0;79;13.5;3;Summer;Cloudy
1.0;64;19.5;1;Winter;Snowy
40.0;22;9.5;8;Summer;Sunny
22.0;55;1.0;3;Spring;Cloudy
-1.0;62;15.0;1;Winter;Snowy
-5.0;92;9.0;1;Winter;Snowy
-8.0;86;3.5;0;Winter;Snowy
-8.0;92;2.5;1;Winter;Snowy
-1.0;78;11.0;0;Winter;Snowy
1.0;66;17.0;0;Winter;Snowy
32.0;58;2.0;4;Autumn;Cloudy
21.0;66;13.5;3;Autumn;Cloudy
26.0;52;3.5;14;Autumn;Snowy
20.0;83;16.0;4;Autumn;Sunny
3.0;97;16.0;1;Winter;Snowy
13.0;83;15.0;0;Autumn;Rainy
4.0;98;7.5;1;Winter;Snowy
22.0;48;9.0;10;Winter;Sunny
17.0;20;0.0;4;Autumn;Cloudy
82.0;100;25.0;5;Summer;Rainy
4.0;67;13.5;1;Winter;Snowy
4.0;67;20.0;1;Winter;Snowy
-7.0;87;2.5;0;Winter;Snowy
-4.0;76;3.0;1;Winter;Snowy
-6.0;24;4.5;3;Autumn;Cloudy
30.0;83;19.0;3;Autumn;Rainy
14.0;44;9.0;14;Winter;Rainy
76.0;101;14.5;2;Summer;Rainy
19.0;57;9.5;3;Spring;Cloudy
-3.0;65;4.0;1;Winter;Snowy
34.0;82;19.0;1;Summer;Sunny
42.0;44;2.5;5;Summer;Sunny
-2.0;83;33.0;13;Winter;Snowy
19.0;74;6.5;2;Winter;Cloudy
26.0;62;7.5;2;Summer;Rainy
31.0;94;16.5;3;Spring;Rainy
40.0;34;6.5;3;Spring;Rainy
24.0;41;3.5;10;Winter;Sunny
41.0;48;5.0;6;Winter;Sunny
24.0;72;21.0;5;Autumn;Cloudy
21.0;89;15.0;0;Autumn;Rainy
13.0;60;10.5;12;Summer;Cloudy
30.0;41;1.5;6;Autumn;Sunny
20.0;77;9.0;1;Summer;Cloudy
29.0;24;8.5;9;Summer;Sunny
13.0;72;7.0;3;Spring;Cloudy
84.0;71;25.5;8;Autumn;Cloudy
45.0;59;14.0;9;Spring;Cloudy
27.0;61;2.5;4;Summer;Cloudy
19.0;63;15.0;2;Winter;Cloudy
21.0;74;10.5;2;Summer;Rainy
43.0;54;6.5;9;Winter;Sunny
4.0;63;0.5;1;Winter;Snowy
22.0;59;1.0;7;Autumn;Sunny
3.0;74;7.0;0;Winter;Snowy
18.0;57;11.0;3;Spring;Cloudy
26.0;54;9.5;3;Winter;Cloudy
33.0;43;0.0;10;Spring;Sunny
41.0;45;1.5;8;Spring;Sunny
34.0;53;2.5;10;Winter;Sunny
0.0;86;19.5;1;Winter;Snowy
21.0;64;19.0;0;Winter;Rainy
21.0;36;0.0;6;Summer;Sunny
3.0;78;15.0;0;Winter;Snowy
-7.0;103;21.5;13;Winter;Snowy
43.0;21;0.5;5;Spring;Sunny
22.0;71;15.5;9;Summer;Cloudy
3.0;95;6.0;1;Winter;Snowy
47.0;103;33.0;12;Summer;Rainy
40.0;68;8.5;11;Spring;Sunny
18.0;53;12.0;4;Winter;Cloudy
34.0;62;9.0;0;Winter;Rainy
40.0;25;3.5;8;Winter;Sunny
30.0;79;5.0;2;Summer;Rainy
26.0;98;16.5;0;Winter;Rainy
11.0;86;16.0;2;Summer;Rainy
11.0;60;8.5;1;Winter;Rainy
48.0;100;21.0;12;Spring;Rainy
2.0;101;20.5;8;Winter;Snowy
11.0;62;2.5;1;Winter;Cloudy
-5.0;60;11.5;1;Winter;Snowy
15.0;89;10.0;0;Summer;Rainy
32.0;91;11.0;0;Spring;Rainy
19.0;99;12.5;0;Summer;Rainy
-7.0;95;4.5;1;Winter;Snowy
36.0;96;36.5;10;Winter;Rainy
18.0;101;18.0;5;Autumn;Sunny
15.0;62;14.5;3;Winter;Rainy
34.0;85;19.0;2;Winter;Rainy
15.0;97;9.5;3;Winter;Rainy
24.0;47;9.5;9;Spring;Sunny
11.0;76;19.5;1;Summer;Rainy
22.0;58;11.0;4;Winter;Cloudy
-16.0;58;4.5;10;Autumn;Cloudy
24.0;87;38.0;14;Spring;Rainy
15.0;65;6.0;2;Winter;Cloudy
18.0;55;2.0;3;Summer;Cloudy
26.0;78;16.0;0;Summer;Rainy
11.0;79;12.0;1;Winter;Rainy
10.0;71;10.5;1;Summer;Cloudy
-10.0;97;19.5;13;Winter;Snowy
27.0;49;7.5;6;Summer;Sunny
57.0;71;18.0;2;Autumn;Rainy
34.0;38;6.5;9;Summer;Sunny
11.0;89;9.5;3;Autumn;Rainy
33.0;76;8.5;3;Spring;Rainy
-16.0;58;10.0;14;Autumn;Cloudy
30.0;58;1.5;1;Summer;Cloudy
3.0;66;19.0;0;Winter;Snowy
1.0;87;10.0;0;Winter;Snowy
54.0;73;2.5;1;Summer;Sunny
21.0;80;12.5;3;Summer;Rainy
28.0;92;18.0;0;Winter;Rainy
18.0;59;3.0;3;Summer;Cloudy
10.0;68;18.5;2;Summer;Rainy
-3.0;42;3.0;10;Winter;Rainy
-7.0;99;13.0;1;Winter;Snowy
12.0;79;4.0;2;Autumn;Cloudy
66.0;79;3.5;3;Spring;Sunny
32.0;76;15.5;1;Summer;Rainy
20.0;23;3.0;5;Spring;Sunny
26.0;77;13.0;4;Autumn;Cloudy
31.0;60;3.5;2;Summer;Cloudy
25.0;76;15.0;3;Autumn;Rainy
44.0;51;7.5;6;Summer;Sunny
21.0;108;18.0;9;Autumn;Rainy
-6.0;87;7.0;0;Winter;Snowy
-1.0;77;6.0;1;Winter;Snowy
-20.0;35;2.0;2;Winter;Cloudy
27.0;99;13.0;1;Autumn;Rainy
27.0;53;8.5;6;Autumn;Sunny
32.0;63;15.5;2;Summer;Rainy
18.0;44;8.0;12;Winter;Cloudy
27.0;89;13.0;3;Spring;Rainy
11.0;59;10.5;3;Winter;Cloudy
30.0;25;8.5;8;Winter;Sunny
28.0;48;3.5;7;Spring;Sunny
22.0;76;1.5;4;Spring;Cloudy
12.0;55;11.5;2;Summer;Cloudy
-6.0;88;6.5;1;Winter;Snowy
43.0;44;7.0;11;Spring;Sunny
14.0;63;6.5;2;Spring;Rainy
32.0;65;18.5;2;Spring;Rainy
11.0;87;17.5;1;Winter;Rainy
40.0;39;9.5;8;Autumn;Sunny
3.0;63;0.5;1;Winter;Snowy
17.0;70;8.5;1;Summer;Rainy
99.0;91;19.5;11;Autumn;Sunny
0.0;77;12.5;1;Winter;Snowy
-3.0;92;2.5;0;Winter;Snowy
26.0;60;9.5;4;Spring;Cloudy
15.0;52;6.0;4;Winter;Cloudy
24.0;64;15.0;2;Winter;Rainy
1.0;40;13.5;0;Summer;Rainy
28.0;55;10.0;1;Autumn;Cloudy
34.0;37;9.5;11;Summer;Sunny
37.0;36;7.5;8;Spring;Sunny
32.0;65;12.5;4;Spring;Cloudy
63.0;98;26.5;5;Spring;Rainy
10.0;52;11.0;1;Spring;Cloudy
-5.0;89;5.5;0;Winter;Snowy
10.0;73;12.0;3;Summer;Rainy
49.0;98;12.0;7;Winter;Sunny
36.0;34;7.0;10;Summer;Sunny
26.0;71;2.5;2;Spring;Cloudy
23.0;62;6.5;9;Autumn;Sunny
20.0;61;1.0;6;Summer;Sunny
2.0;67;16.5;1;Winter;Snowy
12.0;89;3.0;3;Spring;Cloudy
12.0;65;9.0;0;Summer;Rainy
14.0;77;16.0;2;Autumn;Rainy
25.0;58;11.5;1;Winter;Cloudy
13.0;69;15.0;1;Autumn;Rainy
42.0;66;0.5;5;Summer;Sunny
11.0;80;11.5;0;Summer;Rainy
4.0;69;8.0;0;Winter;Snowy
40.0;34;2.5;11;Winter;Sunny
-1.0;63;7.5;1;Winter;Snowy
18.0;79;11.5;1;Autumn;Rainy
-3.0;83;13.0;1;Winter;Snowy
3.0;94;6.0;1;Winter;Snowy
36.0;105;1.0;1;Spring;Cloudy
26.0;33;3.0;8;Spring;Sunny
58.0;87;9.5;12;Winter;Sunny
37.0;31;9.5;6;Spring;Sunny
31.0;65;7.0;0;Spring;Rainy
-8.0;63;19.5;0;Winter;Snowy
0.0;76;7.5;0;Winter;Snowy
-14.0;37;10.5;3;Spring;Rainy
26.0;59;2.5;4;Winter;Cloudy
30.0;61;2.5;3;Autumn;Cloudy
17.0;60;9.0;3;Winter;Rainy
42.0;67;8.0;5;Summer;Sunny
25.0;92;10.0;0;Autumn;Rainy
3.0;62;7.0;0;Winter;Snowy
0.0;82;17.0;1;Winter;Snowy
32.0;49;7.5;7;Summer;Sunny
18.0;69;12.0;3;Spring;Cloudy
-4.0;108;0.5;5;Winter;Snowy
15.0;88;18.0;1;Autumn;Rainy
31.0;31;1.0;9;Spring;Sunny
28.0;54;15.0;3;Winter;Cloudy
48.0;38;10.0;12;Winter;Snowy
11.0;63;8.0;0;Summer;Rainy
32.0;50;9.0;4;Spring;Cloudy
4.0;81;8.0;1;Winter;Snowy
33.0;99;16.5;2;Autumn;Rainy
-6.0;80;8.0;0;Winter;Snowy
21.0;68;4.5;7;Spring;Sunny
40.0;59;10.0;8;Spring;Sunny
35.0;43;4.5;9;Summer;Sunny
22.0;65;13.0;3;Autumn;Cloudy
21.0;60;12.0;1;Winter;Cloudy
10.0;37;12.0;13;Winter;Snowy
23.0;99;6.0;11;Winter;Sunny
20.0;50;1.0;1;Summer;Cloudy
-15.0;92;26.0;7;Winter;Snowy
19.0;70;11.0;2;Winter;Cloudy
17.0;83;17.0;3;Autumn;Rainy
-3.0;95;3.0;0;Winter;Snowy
24.0;66;1.0;9;Autumn;Sunny
30.0;94;18.0;3;Winter;Rainy
21.0;35;2.0;5;Autumn;Sunny
42.0;34;0.5;6;Winter;Sunny
24.0;36;4.0;9;Spring;Sunny
-13.0;44;7.0;11;Spring;Rainy
16.0;55;5.5;1;Spring;Cloudy
-5.0;81;7.0;0;Winter;Snowy
29.0;50;13.0;1;Summer;Cloudy
29.0;91;5.5;3;Spring;Rainy
34.0;24;6.5;6;Summer;Sunny
16.0;69;8.5;3;Autumn;Cloudy
22.0;40;1.5;1;Summer;Cloudy
-9.0;82;14.0;0;Winter;Snowy
32.0;67;17.5;2;Spring;Rainy
32.0;28;9.5;8;Summer;Sunny
43.0;68;4.0;6;Summer;Sunny
25.0;43;9.5;7;Summer;Sunny
46.0;69;2.5;3;Winter;Snowy
-17.0;63;3.0;11;Autumn;Sunny
16.0;97;19.0;3;Summer;Rainy
28.0;31;2.5;6;Spring;Sunny
-1.0;93;18.5;0;Winter;Snowy
67.0;106;24.0;14;Autumn;Rainy
26.0;57;6.0;4;Autumn;Snowy
9.0;77;7.5;9;Spring;Cloudy
23.0;36;4.5;11;Summer;Sunny
-1.0;84;9.5;1;Winter;Snowy
38.0;64;8.5;6;Autumn;Sunny
32.0;77;10.0;1;Autumn;Rainy
-4.0;86;14.5;1;Winter;Snowy
-2.0;60;11.0;0;Winter;Snowy
25.0;78;9.5;3;Summer;Cloudy
23.0;77;7.5;2;Winter;Cloudy
60.0;80;17.0;8;Winter;Sunny
33.0;59;14.0;3;Spring;Cloudy
26.0;74;9.5;1;Autumn;Rainy
-12.0;91;14.5;7;Winter;Snowy
14.0;55;1.0;4;Summer;Cloudy
11.0;79;12.5;0;Summer;Rainy
-1.0;100;24.0;5;Winter;Snowy
-2.0;94;4.5;0;Winter;Snowy
28.0;77;8.0;12;Winter;Cloudy
20.0;77;3.5;4;Autumn;Cloudy
26.0;71;36.0;2;Winter;Rainy
25.0;34;9.5;7;Spring;Sunny
-2.0;88;5.5;0;Winter;Snowy
30.0;53;11.5;3;Winter;Cloudy
17.0;65;12.0;2;Spring;Cloudy
15.0;77;2.5;1;Summer;Cloudy
-2.0;61;19.5;1;Winter;Snowy
-4.0;72;9.0;1;Winter;Snowy
-5.0;72;34.5;8;Winter;Snowy
39.0;96;28.0;6;Autumn;Cloudy
30.0;77;3.0;3;Winter;Cloudy
19.0;60;14.0;3;Summer;Rainy
22.0;69;8.5;8;Winter;Sunny
7.0;27;13.0;8;Summer;Sunny
-8.0;97;3.5;0;Winter;Snowy
-5.0;79;17.0;1;Winter;Snowy
15.0;56;5.0;3;Spring;Cloudy
27.0;66;9.5;2;Autumn;Rainy
22.0;69;6.0;1;Winter;Rainy
-5.0;86;19.0;1;Winter;Snowy
28.0;67;9.0;5;Summer;Rainy
-6.0;87;15.0;1;Winter;Snowy
36.0;89;39.0;0;Summer;Rainy
11.0;46;7.5;10;Summer;Cloudy
24.0;74;14.5;3;Winter;Cloudy
30.0;77;15.0;0;Autumn;Rainy
1.0;85;8.0;0;Winter;Snowy
-3.0;86;14.5;1;Winter;Snowy
39.0;46;2.0;8;Winter;Sunny
-9.0;79;2.5;1;Winter;Snowy
-10.0;84;18.0;1;Winter;Snowy
18.0;66;7.5;3;Autumn;Cloudy
-16.0;91;16.0;3;Winter;Snowy
68.0;84;8.0;6;Winter;Sunny
32.0;36;12.5;10;Spring;Cloudy
-6.0;74;0.0;1;Winter;Snowy
25.0;78;9.0;12;Winter;Sunny
40.0;30;3.0;8;Winter;Sunny
11.0;69;11.5;2;Spring;Rainy
16.0;102;20.0;9;Winter;Rainy
26.0;96;7.0;3;Autumn;Rainy
3.0;64;3.5;1;Winter;Snowy
